C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.11CEST18:35:47

Vmag <   6 & cat = '*' &
(pm <   0 | pm   > 0) &
(plx   > 0 | plx <   0) &
(radvel   > 0 | radvel <   0)
-----------------------------------------------------------------------------------------------------------

Number of objects : 2885

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
211 ;* tau Dra                          ;PM*;288.8874387506500 +73.3555217541800;-129.430 93.738     ;21.6734   ;-33.70     ;4.45     
212 ;* 50 Dra                           ;SB*;281.5926744861200 +75.4339555621800; -17.061 70.391     ;11.415    ;-7.8       ;5.358    
213 ;* 59 Dra                           ;PM*;287.2911727526200 +76.5605038387800;52.390 -119.469     ;36.5363   ;-4.90      ;5.107    
214 ;* 76 Dra                           ;V* ;310.6468171735900 +82.5311569710000;  29.552 20.789     ;9.5214    ;-20.00     ;5.750    
215 ;* 75 Dra                           ;*  ;307.0607658882500 +81.4227082685100;  32.763 16.039     ;7.5038    ;-4.30      ;5.368    
216 ;* 2 UMi                            ;PM*;017.1870002175 +86.2570899931      ;   80.65 -11.54     ;11.64     ;8.36       ;4.225    
217 ;* 17 Cam                           ;V* ;082.5425135326500 +63.0672191886400;  -5.602 -4.754     ;3.0424    ;-20.49     ;5.407    
218 ;* omi Aur                          ;*  ;086.4751748258900 +49.8262710439900;  -11.087 3.703     ;8.1876    ;-7.70      ;5.460    
219 ;* 36 Dra                           ;PM*;273.4743033607241 +64.3972849333867; 352.918 35.572     ;43.1837   ;-36.026    ;4.987    
220 ;* 37 Dra                           ;PM*;273.8211896342300 +68.7558172460600; 16.617 -63.174     ;11.9152   ;-12.07     ;5.953    
221 ;* phi Dra                          ;a2*;275.18930101 +71.33781941          ;    -5.03 37.86     ;10.77     ;-16        ;4.22     
222 ;* chi Dra                          ;SB*;275.26409395 +72.73284772          ; 531.21 -349.71     ;124.11    ;31.90      ;3.580    
223 ;* 40 Dra                           ;SB*;270.0147018366300 +80.0008467230500; 48.428 131.872     ;22.4338   ;5.76       ;5.939    
224 ;* 41 Dra                           ;SB*;270.0382571149600 +80.0041131544600; 47.507 117.895     ;21.3102   ;5.84       ;5.642    
225 ;NAME Lodestar                      ;cC*;037.95456067 +89.26410897          ;   44.48 -11.85     ;7.54      ;-16.42     ;2.02     
226 ;* 31 Cam                           ;EB*;088.7409423662000 +59.8883686548400;  0.831 -17.625     ;7.2008    ;-2.9       ;5.200    
227 ;* 26 Cam                           ;PM*;086.6266243987900 +56.1155756833300; 19.542 -58.818     ;16.8232   ;21.00      ;5.927    
228 ;* ksi Aur                          ;*  ;088.7115289053300 +55.7069667084600;  -7.049 12.959     ;13.3702   ;-11.8      ;4.960    
229 ;* del Aur                          ;SB*;089.8817434141460 +54.2847379628627;85.814 -142.928     ;23.0557   ;9.75       ;3.720    
230 ;* pi. Aur                          ;LP*;089.9837413585500 +45.9367349160100;  -3.755 -7.785     ;4.5154    ;0.71       ;4.25     
231 ;NAME Eltanin                       ;*  ;269.15154118 +51.48889562          ;   -8.48 -22.79     ;21.14     ;-27.91     ;2.230    
232 ;NAME Grumium                       ;PM*;268.3822067642 +56.8726428506      ;    93.82 78.50     ;28.98     ;-26.46     ;3.75     
233 ;* f Dra                            ;PM*;262.9911298304400 +68.1350252214800;-12.689 132.600     ;14.6653   ;-74.57     ;5.074    
234 ;NAME Dziban                        ;SB*;265.4835932089400 +72.1488687827700;88.254 -271.791     ;43.95     ;-13.30     ;4.55     
235 ;* psi01 Dra B                      ;PM*;265.4920968238599 +72.1569015636400;34.067 -276.438     ;44.0496   ;-10.85     ;5.53     
236 ;* psi02 Dra                        ;*  ;268.7964671709700 +72.0051260829300;   8.805 -2.580     ;3.4438    ;-2.00      ;5.430    
237 ;* eps UMi                          ;RS*;251.4926816843900 +82.0372582842900;   18.925 2.423     ;9.8637    ;-10.57     ;4.212    
238 ;NAME Yildun                        ;PM*;263.0541529529 +86.5864606603      ;    10.17 53.97     ;18.95     ;-7.6       ;4.336    
239 ;* 24 UMi                           ;PM*;262.6982894928200 +86.9680475679600;   55.291 9.667     ;20.716    ;1.2        ;5.756    
240 ;* 36 Cam                           ;*  ;093.2127606120000 +65.7184211025700;  6.240 -31.308     ;4.5905    ;1.15       ;5.344    
241 ;* 1 Lyn                            ;LP?;094.4784128017 +61.5152847431      ;   -10.59 -3.11     ;5.11      ;11.56      ;5.05     
242 ;* 40 Cam                           ;*  ;093.9189030344100 +59.9989646873700; 26.588 -21.648     ;4.9142    ;8.56       ;5.351    
243 ;* 37 Cam                           ;*  ;092.4958896545200 +58.9356929115000;  16.787 18.619     ;7.3457    ;30.92      ;5.355    
244 ;* 36 Aur                           ;a2*;090.2440090488200 +47.9019248737900;  4.261 -21.088     ;3.1546    ;16.4       ;5.706    
245 ;* iot Her                          ;bC*;264.8661920254 +46.0063333639      ;     -7.48 4.53     ;7.17      ;-18.90     ;3.800    
246 ;* y Her                            ;PM*;264.1568904174900 +48.5856325818000;  31.680 62.880     ;9.1191    ;26.61      ;5.353    
247 ;* 43 Cam                           ;*  ;103.4260344550600 +68.8883110069500;    4.870 7.705     ;3.5172    ;-21.00     ;5.096    
248 ;* 42 Cam                           ;*  ;102.7378712200600 +67.5719342231200;    0.704 4.757     ;4.1676    ;3.20       ;5.122    
249 ;* 2 Lyn                            ;EB*;094.9057690812 +59.0109634094      ;    -5.35 23.86     ;20.83     ;-2.00      ;4.434    
250 ;* 5 Lyn                            ;*  ;096.7036345972600 +58.4174080228800;  -6.518 -1.714     ;5.2233    ;-4.47      ;5.197    
251 ;* 6 Lyn                            ;PM*;097.6962816256121 +58.1626332824703;-30.691 -338.612    ;18.2183   ;39.65      ;5.855    
252 ;* 45 Aur                           ;SB*;095.4422095960600 +53.4521774007900; 22.597 -88.884     ;16.2503   ;-0.40      ;5.333    
253 ;* psi01 Aur                        ;s*r;096.2245897925400 +49.2878920061000;  -0.155 -2.131     ;0.4426    ;4.40       ;4.75     
254 ;* x Her                            ;*  ;261.6843415927200 +48.2600615554600;  -0.338 -4.407     ;8.1272    ;-9.00      ;5.830    
255 ;NAME Rastaban                      ;*  ;262.6081737329 +52.3013887086      ;   -15.89 12.28     ;8.58      ;-20.825    ;2.81     
256 ;NAME Aldhibah                      ;** ;257.1966498433 +65.7146842733      ;   -20.43 19.61     ;9.93      ;-17.70     ;3.17     
257 ;* 19 UMi                           ;*  ;242.7063518319199 +75.8775618146400;  -1.213 13.033     ;5.6273    ;-0.9       ;5.473    
258 ;* zet UMi                          ;V* ;236.0146621467 +77.7944941236      ;    19.91 -1.99     ;8.84      ;-13.10     ;4.274    
259 ;* tet UMi                          ;V* ;232.8538067097200 +77.3493599610900;  -44.146 8.051     ;4.0798    ;-25.49     ;4.982    
260 ;* 14 Lyn                           ;** ;103.2710352437 +59.4485421914      ;  -11.94 -46.32     ;6.70      ;16.10      ;5.38     
261 ;* 11 Lyn                           ;*  ;099.4099463976100 +56.8575303163100;  -10.972 9.911     ;8.4941    ;0.4        ;5.890    
262 ;* 13 Lyn                           ;*  ;101.7062928061100 +57.1691758089900; 14.505 -38.472     ;14.9076   ;18.46      ;5.335    
263 ;* 47 Aur                           ;*  ;097.5123907793900 +46.6855546955500;   -7.446 8.318     ;4.856     ;-48.32     ;5.866    
264 ;* 74 Her                           ;PM*;260.0880045208200 +46.2407786623100; -30.870 40.464     ;5.759     ;-59.00     ;5.59     
265 ;* mu. Dra A                        ;PM*;256.3338497212400 +54.4700230187200; -56.511 74.181     ;36.7608   ;-15.4      ;5.66     
266 ;* mu. Dra B                        ;SB*;256.3342110487000 +54.4706319717100; -97.897 94.870     ;36.7902   ;-18.3      ;5.69     
267 ;NAME Alrakis                       ;** ;256.33385014 +54.47002762          ;   -58.16 67.87     ;36.45     ;-17.30     ;4.92     
268 ;* g Dra                            ;*  ;250.2296621942 +64.5890446008      ;   -0.30 -16.81     ;4.43      ;-1.37      ;4.842    
269 ;* 15 Dra                           ;*  ;246.9958940211100 +68.7681370862700; -24.299 34.349     ;6.7911    ;-6.7       ;4.949    
270 ;* 4 UMi                            ;SB*;212.2121921446600 +77.5475097813300; -30.815 33.335     ;4.318     ;5.86       ;4.805    
271 ;* 15 Lyn                           ;** ;104.3191885867 +58.4227612319      ;   6.08 -122.83     ;18.29     ;1.28       ;4.35     
272 ;* psi06 Aur                        ;SB*;101.9148995443900 +48.7894843761700;    3.988 4.748     ;8.0121    ;-6.51      ;5.216    
273 ;* psi04 Aur                        ;PM*;100.7707169845900 +44.5244494671300;-44.112 -30.066     ;10.1086   ;-76.84     ;5.02     
274 ;NAME Athebyne                      ;PM*;245.9978597020000 +61.5142097608500; -16.394 57.094     ;35.7163   ;-14.734    ;2.74     
275 ;NAME Pherkad                       ;dS*;230.1821501629 +71.8340165447      ;   -17.73 17.90     ;6.70      ;-3.90      ;3.002    
276 ;NAME Pherkad Minor                 ;*  ;229.2745394303000 +71.8239020380200;    4.073 9.477     ;7.926     ;-17.52     ;5.015    
277 ;* 5 UMi                            ;V* ;216.8814306304 +75.6959921272      ;     8.79 21.76     ;9.09      ;9.34       ;4.235    
278 ;NAME Kochab                        ;V* ;222.67635750 +74.15550394          ;   -32.61 11.42     ;24.91     ;16.96      ;2.08     
279 ;* 55 Cam                           ;Pe*;123.2032840903000 +68.4740732530700;   -0.432 7.870     ;3.7121    ;-10.80     ;5.329    
280 ;* 51 Cam                           ;*  ;116.6669921803400 +65.4556740564900;  27.601 17.656     ;9.7528    ;-30.53     ;5.925    
281 ;* 19 Lyn A                         ;SB*;110.7169097470200 +55.2813936842600; -2.938 -31.141     ;5.114     ;5.2        ;5.78     
282 ;* psi09 Aur                        ;Be*;104.1335748922900 +46.2739988128700;   -3.263 5.040     ;3.4481    ;-41.1      ;5.87     
283 ;* psi10 Aur                        ;V* ;104.4046128688 +45.0940945581      ;   -21.52 -3.12     ;13.54     ;-11.90     ;4.893    
284 ;* 52 Her                           ;a2*;252.30924256 +45.98332279          ;   22.57 -51.35     ;18.10     ;-1.60      ;4.823    
285 ;* 42 Her                           ;PM*;249.6868542052700 +48.9283423250600; -48.049 26.315     ;7.7288    ;-55.567    ;4.90     
286 ;* 17 Dra A                         ;*  ;249.0571721672900 +52.9244228786400; -12.242 26.816     ;7.8893    ;-10.4      ;5.39     
287 ;* 16 Dra                           ;SB*;249.0475847596200 +52.9000524152200; -12.777 27.635     ;7.7439    ;-8.60      ;5.520    
288 ;* tet Dra                          ;SB*;240.4722764917 +58.5652515656      ; -319.51 334.97     ;47.54     ;-8.23      ;4.000    
289 ;* 22 UMa                           ;PM*;143.7230310574400 +72.2056797862700; 72.911 -75.506     ;20.1599   ;-37.99     ;5.768    
290 ;* 27 UMa                           ;*  ;145.7382868586700 +72.2526176316300;-27.513 -26.907     ;6.8356    ;-18.94     ;5.142    
291 ;* d UMa                            ;RS*;143.6202478032700 +69.8303407060800; -64.043 77.209     ;31.1546   ;-27.07     ;4.57     
292 ;* rho UMa                          ;V* ;135.6362144884100 +67.6296174495200; -21.736 17.726     ;10.1658   ;4.75       ;4.76     
293 ;* 2 UMa                            ;PM*;128.6507495554200 +65.1451130748700;-79.362 -65.977     ;21.7823   ;-17.90     ;5.453    
294 ;* pi.01 UMa                        ;BY*;129.7987692137000 +65.0209064229200; -27.274 87.881     ;69.2576   ;-12.826    ;5.64     
295 ;* 57 Cam                           ;EB*;124.8215002356700 +62.5071562299200;  -22.275 8.581     ;7.4023    ;-10.25     ;5.723    
296 ;* 24 Lyn                           ;PM*;115.7517312754 +58.7103597228      ;  -37.50 -52.29     ;12.22     ;8.7        ;4.947    
297 ;* sig02 UMa                        ;** ;137.59810823 +67.13401784          ;   13.13 -90.93     ;49.07     ;-2.98      ;4.80     
298 ;* sig02 UMa A                      ;PM*;137.5981111064500 +67.1340171590100; 13.119 -87.881     ;48.7404   ;-2.92      ;4.813    
299 ;* sig01 UMa                        ;*  ;137.0979153015200 +66.8732339353000;-22.484 -40.649     ;6.4079    ;13.97      ;5.136    
300 ;* 6 UMa                            ;SB*;134.1560222598600 +64.6038273346400;-32.106 -89.948     ;10.6969   ;5.31       ;5.560    
301 ;* pi.02 UMa                        ;PM*;130.0534048626200 +64.3279361786700; -59.861 26.544     ;13.2035   ;14.62      ;4.61     
302 ;NAME Muscida                       ;PM*;127.5661256526667 +60.7181682239411;-133.644 -107.664   ;17.9335   ;19.80      ;3.42     
303 ;* 29 Lyn                           ;*  ;124.4600584038100 +59.5711341787700;   -4.324 2.532     ;11.3651   ;-14.70     ;5.630    
304 ;* 21 Lyn                           ;PM*;111.6785494554 +49.2115251881      ;  -10.22 -49.29     ;11.92     ;26.80      ;4.610    
305 ;* 22 Lyn                           ;PM*;112.4831548824400 +49.6724594003500;111.047 -82.884     ;49.0145   ;-27.389    ;5.357    
306 ;NAME Edasich                       ;V* ;231.2323942771 +58.9660651236      ;    -8.36 17.08     ;32.23     ;-10.912    ;3.29     
307 ;NAME Thuban                        ;SB*;211.0972914721 +64.3758505267      ;   -56.34 17.21     ;10.76     ;-13.0      ;3.680    
308 ;* 4 Dra                            ;SB*;187.5277583191100 +69.2011039547000;-57.311 -50.365     ;5.7233    ;-15.80     ;4.95     
309 ;* 6 Dra                            ;SB*;188.6834136981300 +70.0217792479300; -32.393 -4.449     ;6.6159    ;3.38       ;4.946    
310 ;* kap Dra                          ;Be*;188.3705971535600 +69.7882388589500; -58.571 10.110     ;7.0093    ;-12.00     ;3.89     
311 ;NAME Giausar                       ;V* ;172.8509198017 +69.3310748933      ;  -40.97 -19.19     ;9.79      ;6.60       ;3.85     
312 ;* h UMa                            ;PM*;142.8821197175 +63.0618614831      ;   107.99 27.15     ;41.99     ;-10.40     ;3.67     
313 ;* tau UMa                          ;SB*;137.7293415982000 +63.5136712128700;104.904 -69.926     ;27.6487   ;-8.59      ;4.640    
314 ;* b UMa                            ;*  ;133.3439906859700 +61.9622661544400;  -9.608 21.585     ;11.7171   ;-30.7      ;5.740    
315 ;* c UMa                            ;SB*;138.5855918192700 +61.4233169622000; -7.826 -31.083     ;49.4145   ;-14.30     ;5.20     
316 ;* 30 Lyn                           ;PM*;125.1085828441000 +57.7432795561900;  57.655 14.559     ;31.1333   ;-14.8      ;5.877    
317 ;* 50 Cam                           ;*  ;116.0174082717600 +50.4337938391600; -5.434 -26.351     ;7.5728    ;1.40       ;5.36     
318 ;* phi Her                          ;a2*;242.1924009085400 +44.9349059320400; -25.359 36.884     ;13.5751   ;-16.30     ;4.27     
319 ;* ups Her                          ;PM*;240.6995742429300 +46.0367038658700; 55.458 -61.501     ;8.7194    ;3.00       ;4.709    
320 ;* i Dra                            ;LP?;207.8580807421 +64.7232701933      ;     1.34 -5.15     ;8.78      ;-12.26     ;4.66     
321 ;* 9 Dra                            ;RG*;194.9794648237700 +66.5972688811400;-138.943 -14.936    ;5.1147    ;-32.65     ;5.368    
322 ;NAME Taiyi                         ;gD*;193.8689523507200 +65.4384742023700; -3.658 -30.126     ;33.9667   ;9.0        ;5.225    
323 ;NAME Tianyi                        ;*  ;191.8930974584200 +66.7903042627200;   7.182 -6.333     ;4.2243    ;6.57       ;5.423    
324 ;* 3 Dra                            ;PM*;175.6181741433200 +66.7449064815900; -45.659 39.021     ;6.0383    ;1.96       ;5.308    
325 ;* 32 UMa                           ;PM*;154.5084445073600 +65.1083517354800; -89.175 -8.861     ;12.9238   ;-6.50      ;5.760    
326 ;* 27 Lyn                           ;PM*;122.1143596729 +51.5066681853      ;   -60.95 -3.11     ;13.04     ;11.00      ;4.797    
327 ;* 26 Lyn                           ;*  ;118.6779093287500 +47.5645933147500;  -46.948 1.373     ;4.5522    ;13.86      ;5.446    
328 ;NAME Dubhe                         ;SB*;165.93196467 +61.75103469          ; -134.11 -34.70     ;26.54     ;-9.40      ;1.79     
329 ;* ups UMa                          ;dS*;147.7473252344596 +59.0387336232178;-294.441 -151.663   ;28.3783   ;27.30      ;3.81     
330 ;* 17 UMa                           ;V* ;138.9574235064200 +56.7414071128600;-24.607 -28.808     ;4.4911    ;-31.60     ;5.266    
331 ;* 2 Her                            ;PM*;238.6577071787100 +43.1385639126100; -33.602 65.167     ;4.3488    ;-13.60     ;5.38     
332 ;* 4 Her                            ;Be*;238.8774664314100 +42.5661920614900; -23.479 16.275     ;6.0425    ;-20.20     ;5.75     
333 ;* chi Her                          ;PM*;238.1689210382104 +42.4515174663547;438.839 629.541     ;62.9028   ;-56.072    ;4.62     
