 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
670 	V* Y CVn                 	C* 	191.28261523 +45.44025692  	14.03 	 7.41 	 4.87 	 3.12 	 1.74 	C5,4J                 
671 	* 21 Lyn                 	*  	111.67854946 +49.21152519  	     ~	 4.612	 4.614	     ~	     ~	A0.5Vs                
672 	* gam Tau                	** 	064.94834937 +15.62764318  	 5.46 	 4.64 	 3.65 	 4.83 	     ~	G9.5IIIab_CN0.5       
673 	* ome Oph                	a2*	248.03416595 -21.46639223  	 4.69 	 4.56 	 4.45 	 4.32 	 4.30 	ApSrEuCr              
674 	TYC 4757-1588-2          	SB*	081.119704 -02.397033      	     ~	 4.747	 4.895	     ~	     ~	B2:                   
675 	* bet Oct                	*  	341.51462908 -81.38161444  	     ~	 4.342	 4.141	     ~	     ~	A9IV/V                
676 	* phi Eri                	PM*	034.12744013 -51.51216542  	 3.06 	 3.45 	 3.57 	 3.64 	 3.75 	B8IV                  
677 	HR 3923                  	*  	148.71754112 -19.00935969  	 8.44 	 6.51 	 4.94 	     ~	     ~	K5III                 
678 	* 15 Lyn                 	*  	104.31918859 +58.42276124  	 5.71 	 5.20 	 4.35 	 3.70 	 3.26 	G5III-IV              
679 	* alf Leo                	PM*	152.09296244 +11.96720878  	 0.88 	 1.24 	 1.40 	 1.37 	 1.47 	B8IVn                 
680 	V* T Aur                 	No*	082.99633 +30.44583        	 4.80 	 4.49 	 4.10 	13.500	     ~	~                     
681 	* bet Lup                	V* 	224.63302235 -43.13396385  	 1.59 	 2.46 	 2.68 	 2.78 	 2.95 	B2III                 
682 	* 134 Tau                	*  	087.38720726 +12.65132173  	 4.68 	 4.821	 4.877	     ~	     ~	B9IV                  
683 	* 56 Cet                 	*  	029.16749428 -22.52678477  	     ~	 6.27 	 4.85 	     ~	     ~	K3III                 
684 	* gam01 Sgr              	cC*	271.25510037 -29.58008887  	 5.99 	 5.47 	 4.69 	     ~	 3.869	G0Ib/II               
685 	* sig Ori                	SB*	084.68658057 -02.60003294  	 2.54 	 3.55 	 3.80 	 3.87 	 4.11 	O9.5V                 
686 	* 41 Cyg                 	V* 	307.34889838 +30.36855466  	 4.69 	 4.42 	 4.01 	 3.65 	 3.42 	F5Ib-II               
687 	* bet Ara                	*  	261.32495147 -55.52988522  	 5.87 	 4.31 	 2.85 	     ~	     ~	K0/1Ib                
688 	* 58 Leo                 	** 	165.14020046 +03.61749350  	     ~	 6.015	 4.852	     ~	     ~	K1III                 
689 	* ksi Gem                	V* 	101.32235133 +12.89559198  	 3.85 	 3.79 	 3.36 	 2.97 	 2.74 	F5IV-V                
690 	* del Ori                	Al*	083.00166706 -00.29909511  	 0.96 	 2.02 	 2.41 	 2.32 	 2.54 	B0III+O9V             
691 	* del Dor                	*  	086.19324211 -65.73552808  	 4.69 	 4.57 	 4.36 	 4.10 	 3.93 	A7V                   
692 	* gam UMa                	Em*	178.45769715 +53.69475973  	 2.440	 2.450	 2.440	 2.44 	 2.47 	A0Ve+K2V              
693 	* q Vel                  	*  	153.68398221 -42.12194258  	 3.98 	 3.90 	 3.85 	 3.83 	 3.81 	A2Va                  
694 	* tet Gem                	*  	103.19724530 +33.96125485  	 3.84 	 3.70 	 3.60 	 3.50 	 3.42 	A2IV                  
695 	NAME DEL LYR Cluster     	OpC	283.3750 +36.9167          	     ~	 4.58 	 3.8  	     ~	     ~	~                     
696 	* zet Lep                	*  	086.73892066 -14.82194998  	     ~	 3.655	 3.545	     ~	     ~	A2IV-V(n)             
697 	* 7 Cam                  	SB*	074.32165039 +53.75210150  	     ~	 4.444	 4.452	     ~	 4.39 	A1V                   
698 	* gam Boo                	dS*	218.01946582 +38.30825118  	 3.33 	 3.21 	 3.02 	 2.88 	 2.80 	A7IV+(n)              
699 	* zet Mon                	*  	122.14852762 -02.98378780  	 6.02 	 5.30 	 4.33 	 3.60 	 3.11 	G2Iab/b               
700 	* del Her                	** 	258.75796074 +24.83920697  	 3.29 	 3.21 	 3.13 	 3.08 	 3.05 	A1IVn+G4IV-V          
701 	NGC 1981                 	OpC	083.7875 -04.4317          	     ~	     ~	 4.2  	     ~	     ~	~                     
702 	* ksi Col                	*  	088.87465530 -37.12067100  	     ~	 6.066	 4.970	     ~	     ~	K1IIICNII             
703 	* bet Lib                	V* 	229.25172425 -09.38291441  	 2.14 	 2.51 	 2.62 	 2.67 	 2.76 	B8Vn                  
704 	* omi01 Eri              	dS*	062.96641483 -06.83757955  	     ~	 4.353	 4.040	     ~	     ~	F0III                 
705 	* eps CMa                	*  	104.65645315 -28.97208616  	 0.36 	 1.29 	 1.50 	 1.59 	 1.80 	B1.5II                
706 	* alf Vir                	bC*	201.29824736 -11.16131949  	-0.20 	 0.74 	 0.97 	 1.06 	 1.30 	B1III-IV+...          
707 	HIP 37229                	** 	114.70779496 -26.80383873  	     ~	 3.61 	 3.80 	     ~	     ~	~                     
708 	* I Pup                  	gD*	108.14010406 -46.75930414  	 4.80 	 4.81 	 4.49 	 4.17 	 3.95 	F3VFe-1.0             
709 	* kap Tuc A              	PM*	018.942296 -68.875975      	 5.36 	 5.33 	 4.86 	     ~	     ~	F6V                   
710 	* mu. Cep                	sr*	325.87692107 +58.78004450  	 8.85 	 6.43 	 4.08 	 1.98 	 0.22 	M2eIa                 
711 	* kap Ori                	s*b	086.93912017 -09.66960492  	 0.87 	 1.88 	 2.06 	 2.09 	 2.27 	B0.5Ia                
712 	* 31 Com                 	Ro*	192.92467528 +27.54071539  	 5.81 	 5.61 	 4.94 	 4.39 	 4.04 	G0IIIp                
713 	* kap Peg                	SB*	326.16139677 +25.64503776  	     ~	 4.550	 4.159	     ~	     ~	F5V                   
714 	* bet Cas                	dS*	002.29452158 +59.14978110  	 2.73 	 2.61 	 2.27 	 1.97 	 1.77 	F2III                 
715 	* ups Oph                	SB*	246.95078000 -08.37172902  	     ~	 4.80 	 4.63 	 4.6  	     ~	kA2hA5VmA5            
716 	* eps Mic                	*  	319.48451664 -32.17254209  	     ~	 4.794	 4.721	     ~	     ~	A0V                   
717 	* alf Col                	Be*	084.91225430 -34.07410972  	 2.10 	 2.53 	 2.65 	 2.65 	 2.74 	B9Ve                  
718 	* alf Cir                	a2*	220.62674826 -64.97513706  	 3.55 	 3.43 	 3.19 	 2.96 	 2.86 	A7VpSrCrEu            
719 	* phi02 Ori              	PM*	084.22661744 +09.29066933  	 5.70 	 5.04 	 4.09 	 3.33 	 2.78 	G9IV                  
720 	* eps Sct                	*  	280.880217 -08.275222      	     ~	 6.013	 4.900	     ~	     ~	G8III                 
721 	* 9 Cep                  	Pu*	324.48010288 +62.08193957  	 4.49 	 5.03 	 4.73 	 4.42 	 4.24 	B2Ib                  
722 	* gam Peg                	bC*	003.30896346 +15.18359354  	 1.75 	 2.61 	 2.84 	 2.94 	 3.13 	B2IV                  
723 	* pi. Cas                	SB*	010.86696022 +47.02454705  	     ~	 5.123	 4.959	     ~	 4.79 	A5V                   
724 	* psi Peg                	** 	359.43969503 +25.14140221  	 7.91 	 6.25 	 4.66 	 3.20 	 1.86 	M3III                 
725 	* del Cyg                	*  	296.24366059 +45.13081002  	 2.75 	 2.85 	 2.87 	 2.88 	 2.90 	B9.5IV+...            
726 	* zet01 Sco              	s*b	253.49886042 -42.36202952  	 4.80 	 5.31 	 4.79 	 4.32 	 3.86 	B1Ia-0ek              
727 	* gam Cnc                	*  	130.82145083 +21.46850022  	     ~	 4.690	 4.668	     ~	 4.64 	A1IV                  
728 	* alf Mon                	*  	115.31180237 -09.55113085  	 5.83 	 4.95 	 3.93 	 3.16 	 2.64 	K0III                 
729 	* d Oph                  	*  	261.83864879 -29.86703507  	     ~	 4.660	 4.286	     ~	     ~	F5III-IV              
730 	* omi Cep                	** 	349.65621622 +68.11144271  	     ~	 5.750	 4.868	     ~	     ~	K0III                 
731 	* zet Cet                	SB*	027.86514510 -10.33503581  	 5.92 	 4.86 	 3.72 	 2.92 	 2.37 	K0III_Ba0.1           
732 	* eta Sco                	PM*	258.03831522 -43.23919182  	 3.83 	 3.74 	 3.33 	 2.97 	 2.77 	F5IV                  
733 	* eta Aqr                	*  	338.83908859 -00.11749690  	 3.690	 3.950	 4.030	 4.06 	 4.13 	B8/9V                 
734 	* pi. Her                	V* 	258.76180984 +36.80916231  	 6.28 	 4.61 	 3.18 	 2.22 	 1.49 	K3II                  
735 	* eta Lyr                	SB*	288.43953468 +39.14596669  	 3.58 	 4.251	 4.397	     ~	     ~	B2.5IV                
736 	* tet Aqr                	PM*	334.20848481 -07.78329112  	 5.95 	 5.15 	 4.16 	 3.46 	 2.98 	G9II                  
737 	* alf Equ                	SB*	318.95596633 +05.24784528  	     ~	 4.449	 3.949	     ~	     ~	G6IV+B9.5V            
738 	* del Pic                	bL*	092.57461698 -54.96864262  	 3.55 	 4.58 	 4.81 	     ~	     ~	B1/2(III)n            
739 	* k Hya                  	V* 	215.77405750 -27.75401722  	 7.59 	 6.06 	 4.75 	 3.78 	 3.11 	K3III                 
740 	* M Vel                  	*  	144.20641683 -49.35502446  	 4.64 	 4.52 	 4.35 	 4.20 	 4.10 	A7V                   
741 	HR 5002                  	V* 	199.30421999 -66.78343900  	     ~	 6.376	 4.865	     ~	     ~	K2Ib/II               
742 	* ups PsA                	*  	332.10804717 -34.04384022  	 8.28 	 6.47 	 4.99 	     ~	     ~	K4III                 
743 	* ksi Sco B              	*  	241.092283 -11.373050      	     ~	 5.35 	 4.87 	     ~	     ~	F5V                   
744 	* zet Phe                	Al*	017.09617291 -55.24575803  	     ~	 3.879	 3.967	     ~	     ~	B6V+B9V               
745 	* alf Sge                	*  	295.02413275 +18.01389059  	 5.59 	 5.16 	 4.38 	 3.79 	 3.40 	G1II                  
746 	* gam CMa                	*iC	105.93955437 -15.63328610  	 3.52 	 4.00 	 4.12 	 4.13 	 4.23 	B8II                  
747 	* kap Lyr                	V* 	274.96545452 +36.06454696  	 6.70 	 5.51 	 4.34 	 3.48 	 2.93 	K2III                 
748 	* sig Oph                	V* 	261.62866683 +04.14035945  	 7.39 	 5.82 	 4.31 	 3.22 	 2.46 	K2III                 
749 	* 1 Peg                  	SB*	321.09868459 +20.02027820  	 6.25 	 5.20 	 4.09 	 3.30 	 2.76 	K1III                 
750 	* eps Gem                	V* 	100.98302608 +25.13112541  	 5.85 	 4.39 	 2.98 	 2.01 	 1.40 	G8Ib                  
751 	* bet Per                	Al*	047.04221855 +40.95564668  	 1.70 	 2.07 	 2.12 	 2.08 	 2.11 	B8V                   
752 	* G Sco                  	*  	267.46450339 -37.04330487  	 5.57 	 4.38 	 3.21 	     ~	     ~	K2III                 
753 	* psi Vir                	LP*	193.58818091 -09.53899396  	 7.94 	 6.39 	 4.80 	 3.23 	 1.95 	M2III                 
754 	NGC 2232                 	OpC	096.8125 -04.7583          	     ~	     ~	 3.9  	     ~	     ~	~                     
755 	* h Cen A                	*  	208.30225 -31.92761        	     ~	     ~	 4.72 	     ~	     ~	~                     
756 	* eps Leo                	V* 	146.46280542 +23.77425578  	 4.23 	 3.79 	 2.98 	 2.36 	 1.93 	G1II                  
757 	* bet Cet                	V* 	010.89737874 -17.98660632  	 3.90 	 3.02 	 2.01 	 1.29 	 0.78 	K0III                 
758 	C 0519+409               	OpC	080.5770 +41.0250          	     ~	     ~	 4.2  	     ~	     ~	~                     
759 	* chi01 Ori              	RS*	088.59576246 +20.27617278  	 5.08 	 5.00 	 4.40 	 3.90 	 3.59 	G0VCH+M               
760 	* ksi Ser                	SB*	264.39666596 -15.39855388  	     ~	 3.795	 3.539	     ~	     ~	A9IIIpSr:             
761 	BD+52 2572A              	SB*	298.90746 +52.43894        	     ~	 4.9  	 4.9  	     ~	     ~	A2IV-V                
762 	* phi01 Ori              	SB*	083.70515849 +09.48957995  	 3.29 	 4.26 	 4.41 	 4.42 	 4.59 	B0III                 
763 	* h02 Sgr                	*  	294.17680369 -24.88361911  	     ~	 4.537	 4.598	     ~	     ~	B8/9V                 
764 	* omi Cas                	Be*	011.18132777 +48.28436488  	 3.91 	 4.44 	 4.50 	 4.45 	 4.50 	B5IIIe                
765 	* alf Ara                	Be*	262.96038137 -49.87614501  	 2.09 	 2.78 	 2.95 	 3.05 	 3.29 	B2Vne                 
766 	* 9 Vul                  	V* 	293.64539872 +19.77340171  	 4.48 	 4.91 	 5.00 	 5.01 	 5.10 	B8IIIn                
767 	M 44                     	OpC	130.1000 +19.6667          	     ~	 3.46 	 3.1  	     ~	     ~	~                     
768 	* tet Lib                	*  	238.45640859 -16.72929396  	 5.99 	 5.17 	 4.16 	 3.44 	 2.92 	K0III                 
769 	HD 68601                 	*  	122.85788225 -42.98727744  	 5.00 	 4.93 	 4.75 	 4.51 	 4.29 	A5Ib                  
770 	GES J12382460-6036379    	*  	189.6025840 -60.6105210    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
771 	GJ 670 A                 	*  	260.250921 -21.112433      	     ~	 4.752	 4.387	     ~	     ~	~                     
772 	SRS 42961                	*  	207.9500 -33.0000          	     ~	     ~	 4.7  	     ~	     ~	B5                    
773 	* k Per                  	*  	046.38505097 +56.70571828  	 8.401	 5.795	 4.774	     ~	     ~	G9.5III               
774 	HR 2275                  	V* 	094.99833581 -02.94449348  	     ~	 6.550	 4.933	     ~	     ~	K5III                 
775 	GES J12382632-6044384    	*  	189.6097347 -60.7439796    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
776 	* rho Cap A              	*  	307.215088 -17.813708      	     ~	 5.26 	 4.93 	     ~	     ~	~                     
777 	* tet Sco A              	*  	264.329713 -42.997825      	     ~	 2.290	 1.852	     ~	     ~	~                     
778 	* tet CrA                	*  	278.37577608 -42.31250930  	     ~	 5.619	 4.620	     ~	     ~	G8III                 
779 	HR 8959                  	*  	354.46247576 -45.49235199  	 4.91 	 4.82 	 4.74 	 4.63 	 4.58 	A1/2V                 
780 	* bet Vol                	V* 	126.43414467 -66.13689027  	     ~	 4.910	 3.775	     ~	     ~	K2III                 
781 	* pi. Peg                	*  	332.49684881 +33.17822156  	 4.93 	 4.75 	 4.29 	 3.90 	 3.63 	F5III                 
782 	* eps And                	PM*	009.63894207 +29.31175374  	 5.72 	 5.25 	 4.38 	 3.70 	 3.19 	G8III                 
783 	* 69 Aql                 	*  	307.41249801 -02.88553069  	     ~	 6.081	 4.912	     ~	     ~	K1/2III               
784 	* 74 Oph                 	*  	275.21692985 +03.37716651  	     ~	 5.754	 4.857	     ~	     ~	G8III                 
785 	* rho UMa                	V* 	135.63621218 +67.62961888  	 8.17 	 6.29 	 4.76 	 3.29 	 2.03 	M3III                 
786 	* sig02 UMa A            	*  	137.598075 +67.134011      	     ~	 5.290	 4.813	     ~	     ~	F6IV-V                
787 	* 39 Ari                 	PM*	041.97725592 +29.24711478  	 6.710	 5.630	 4.510	 3.72 	 3.14 	K1.5III               
788 	* zet Cap                	SB*	321.66677642 -22.41133450  	 5.35 	 4.75 	 3.74 	 3.09 	 2.65 	G8IIIp+DA2.2          
789 	GES J12382489-6040382    	*  	189.6037997 -60.6772703    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
790 	* 42 Lib                 	*  	235.07039227 -23.81807856  	 7.80 	 6.29 	 4.96 	 4.00 	 3.32 	K3III                 
791 	* alf02 Cru              	*  	186.650629 -63.099206      	     ~	 2.3  	 1.55 	     ~	     ~	B1V                   
792 	* 17 Cyg                 	*  	296.60666745 +33.72759590  	     ~	 5.46 	 4.99 	 4.7  	 4.5  	F5.5IV-V              
793 	TYC 224-1333-1           	*  	131.693867 +06.418789      	     ~	 4.25 	 3.49 	     ~	     ~	~                     
794 	GES J12382081-6032185    	*  	189.5867909 -60.5384925    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
795 	GES J12382027-6044322    	*  	189.5845287 -60.7422598    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
796 	* 11 Com                 	*  	185.17927725 +17.79287033  	     ~	 5.74 	 4.74 	     ~	     ~	G8II-III              
797 	* eta Lup                	*  	240.03053273 -38.39670868  	 2.36 	 3.19 	 3.41 	     ~	     ~	B2.5IV                
798 	* G Hya                  	PM*	141.82669899 -22.34377976  	     ~	 5.83 	 4.69 	     ~	     ~	K1III                 
799 	* p02 Leo                	V* 	165.45697759 -02.48458352  	 8.29 	 6.37 	 4.75 	 3.42 	 2.46 	K5III                 
800 	M 47                     	OpC	114.1458 -14.4833          	     ~	 4.42 	 4.4  	     ~	     ~	~                     
801 	* bet Cyg A              	** 	292.68033548 +27.95968007  	     ~	 4.171	 3.085	     ~	     ~	K3II+B9.5V            
802 	* e UMa                  	dS*	139.04719935 +54.02185773  	     ~	 5.007	 4.832	     ~	 4.58 	A6V                   
803 	* l Hya                  	V* 	217.04344327 -29.49163566  	 4.49 	 4.899	 4.972	     ~	     ~	B7/8V                 
804 	* del Sge                	SB*	296.84692720 +18.53428891  	 6.20 	 5.23 	 3.82 	 2.37 	 1.08 	M2II+B0V              
805 	* 47 Oph                 	SB*	261.65783725 -05.08659722  	 4.90 	 4.93 	 4.54 	 4.16 	 3.95 	F3V                   
806 	* kap Psc                	a2*	351.73314942 +01.25560833  	 4.94 	 4.98 	 4.94 	 4.87 	 4.90 	A2VpSrCrSi            
807 	* mu. Per                	SB*	063.72442720 +48.40933088  	 5.75 	 5.12 	 4.16 	 3.38 	 2.83 	G0Ib                  
808 	* lam Cyg A              	** 	311.852196 +36.490739      	     ~	 4.63 	 4.76 	     ~	     ~	~                     
809 	ADS 3962 AB              	** 	080.7096 +03.5478          	     ~	 4.84 	 4.99 	     ~	     ~	B1Vn                  
810 	* tet Peg                	V* 	332.54993865 +06.19786326  	 3.72 	 3.62 	 3.55 	 3.50 	 3.46 	A1Va                  
811 	* iot Gem                	** 	111.43164715 +27.79808135  	 5.67 	 4.83 	 3.79 	 3.02 	 2.52 	G9IIIb                
812 	* del Hya                	** 	129.41402612 +05.70377937  	     ~	 4.157	 4.137	     ~	 4.12 	A0Vnn                 
813 	NAME NGC 5171 Group      	GrG	202.3429 +11.7919          	     ~	     ~	 4.7  	     ~	     ~	~                     
814 	C 1652-407               	OpC	253.87498 -40.83333        	     ~	     ~	 3.4  	     ~	     ~	~                     
815 	NGC 869                  	OpC	034.7500 +57.1283          	     ~	 4.3  	 3.7  	     ~	     ~	~                     
816 	* 29 CMa                 	bL*	109.66824749 -24.55870016  	 3.80 	 4.80 	 4.95 	 4.95 	 5.08 	O7Ia                  
817 	* pi. Sco                	bL*	239.71297183 -26.11410794  	 1.82 	 2.71 	 2.91 	 3.00 	 3.20 	B1V+B2:V:             
818 	* 10 UMa A               	PM*	135.15992 +41.78294        	     ~	 4.51 	 4.14 	     ~	     ~	F3V                   
